date,rainfall_mm,temp_min,temp_max,humidity_pct,pressure_hpa,wind_speed_kmh,wind_dir_deg,cloud_pct,leaf_wetness_h,d_pressure_intraday,pressure_drop_today,cloud_evening,cloud_trend,dewpoint_depression_pm,wind_veer,precip_hours_today,rh_evening_excess
2016-04-26,2.0,6.9,15.4,69.0,1007.6,10.1,113.0,42.0,2.0,-2.5,2.5249999999999773,76.42857142857143,65.85714285714286,8.057142857142859,97.90767840641217,3.0,0.9166666666666714
2016-04-27,0.0,8.5,17.3,69.0,1005.4,21.4,131.0,47.0,0.0,4.5,3.3416666666669244,50.57142857142857,11.714285714285715,8.3,-144.104823615332,0.0,-8.041666666666664
2016-04-28,0.0,7.9,12.8,60.0,1013.9,22.9,55.0,73.0,0.0,0.39999999999997726,1.3625000000000682,41.285714285714285,-52.714285714285715,7.828571428571429,15.85821904627062,0.0,1.375
2016-04-29,0.0,8.7,16.2,58.0,1017.9,13.1,52.0,6.0,0.0,0.599999999999909,1.9375,0.14285714285714285,-6.857142857142857,11.428571428571429,34.96887657917608,0.0,3.5416666666666643
2016-04-30,0.0,6.9,17.0,71.0,1017.0,10.9,82.0,40.0,0.0,-4.0,3.3791666666668334,75.57142857142857,63.14285714285714,8.971428571428572,68.55738555891088,0.0,1.625
2016-05-01,11.3,11.0,14.0,78.0,1012.1,17.0,44.0,86.0,12.0,1.0,1.1541666666669244,76.0,-23.0,4.728571428571429,-13.443932186961774,13.0,-12.125
2016-05-02,9.0,11.1,17.9,76.0,1011.8,17.7,26.0,87.0,11.0,0.7000000000000455,0.9291666666667879,80.85714285714286,-18.0,5.8999999999999995,45.59296275455512,13.0,-3.916666666666657
2016-05-03,0.9,10.2,20.7,71.0,1012.4,6.1,290.0,40.0,3.0,-1.0,1.4375,29.857142857142858,-8.285714285714288,8.885714285714286,-34.38546161145359,3.0,-8.708333333333336
2016-05-04,0.0,10.2,20.3,65.0,1016.0,8.4,11.0,27.0,0.0,1.7000000000000455,2.9500000000000455,22.857142857142858,18.0,12.299999999999999,99.22634182464952,0.0,2.0833333333333286
2016-05-05,0.0,10.0,19.3,63.0,1020.8,10.1,21.0,42.0,0.0,-1.1000000000000227,1.4583333333333712,2.857142857142857,-44.42857142857143,10.6,-4.507749077682888,0.0,-1.625
2016-05-06,0.0,12.4,20.1,69.0,1018.1,9.4,64.0,8.0,0.0,-3.2000000000000455,2.558333333333394,0.2857142857142857,-1.8571428571428572,8.685714285714285,131.4725446114869,0.0,5.458333333333329
